iter	Passed	Remaining
1664	402793	419002
1665	403078	418804
1666	403364	418608
1667	403550	418308
1668	403743	418016
1669	404038	417829
1670	404229	417534
1671	404421	417240
1672	404615	416950
1673	404818	416667
1674	405028	416393
1675	405311	416194
1676	405503	415901
1677	405774	415689
1678	406059	415491
1679	406250	415197
1680	406440	414902
1681	406631	414609
1682	406824	414318
1683	407009	414018
1684	407248	413774
1685	407434	413475
1686	407727	413286
1687	408019	413095
1688	408310	412903
1689	408502	412611
1690	408687	412312
1691	408964	412106
1692	409275	411934
1693	409465	411641
1694	409657	411349
1695	409943	411151
1696	410271	410996
1697	410463	410705
1698	410752	410510
1699	411042	410317
1700	411238	410030
1701	411425	409733
1702	411712	409536
1703	411964	409305
1704	412206	409063
1705	412469	408843
1706	412664	408555
1707	412995	408401
1708	413301	408223
1709	413493	407931
1710	413772	407726
1711	414068	407538
1712	414360	407345
1713	414547	407049
1714	414809	406828
1715	415108	406641
1716	415396	406445
1717	415593	406159
1718	415788	405871
1719	416075	405673
1720	416288	405403
1721	416568	405198
1722	416760	404908
1723	417059	404722
1724	417252	404432
1725	417436	404134
1726	417714	403927
1727	418007	403735
1728	418194	403440
1729	418380	403144
1730	418653	402932
1731	418845	402643
1732	419033	402349
1733	419219	402054
1734	419414	401767
1735	419638	401508
1736	419867	401254
1737	420051	400957
1738	420236	400662
1739	420426	400371
1740	420708	400168
1741	420901	399880
1742	421189	399682
1743	421379	399392
1744	421568	399100
1745	421758	398810
1746	421946	398518
1747	422139	398231
1748	422432	398038
1749	422621	397746
1750	422907	397547
1751	423198	397352
1752	423453	397123
1753	423642	396832
1754	423836	396546
1755	424029	396259
1756	424217	395968
1757	424408	395679
1758	424593	395386
1759	424781	395094
1760	424969	394804
1761	425246	394596
1762	425431	394302
1763	425621	394013
1764	425816	393729
1765	426099	393526
1766	426384	393325
1767	426560	393024
1768	426747	392732
1769	426936	392443
1770	427168	392194
1771	427472	392010
1772	427757	391809
1773	428038	391604
1774	428230	391317
1775	428476	391081
1776	428672	390798
1777	428936	390578
1778	429206	390362
1779	429471	390143
1780	429657	389852
1781	429889	389602
1782	430080	389315
1783	430273	389030
1784	430461	388741
1785	430655	388458
1786	430938	388254
1787	431137	387975
1788	431427	387778
1789	431686	387553
1790	431964	387344
1791	432161	387064
1792	432347	386773
1793	432539	386488
1794	432835	386296
1795	433091	386068
1796	433280	385781
1797	433469	385494
1798	433752	385290
1799	434024	385076
1800	434293	384859
1801	434578	384657
1802	434772	384374
1803	434965	384091
1804	435148	383798
1805	435341	383514
1806	435520	383219
1807	435709	382932
1808	435898	382646
1809	436195	382454
1810	436522	382288
1811	436722	382011
1812	437007	381809
1813	437192	381519
1814	437459	381300
1815	437660	381025
1816	437850	380739
1817	438147	380547
1818	438423	380336
1819	438702	380128
1820	438990	379927
1821	439280	379729
1822	439566	379527
1823	439760	379245
1824	440048	379044
1825	440343	378849
1826	440537	378568
1827	440838	378378
1828	441033	378097
1829	441316	377892
1830	441599	377687
1831	441902	377498
1832	442100	377220
1833	442294	376939
1834	442570	376727
1835	442759	376442
1836	442952	376160
1837	443244	375961
1838	443526	375755
1839	443728	375481
1840	443911	375190
1841	444096	374902
1842	444376	374693
1843	444592	374431
1844	444900	374247
1845	445098	373969
1846	445313	373706
1847	445511	373429
1848	445795	373224
1849	445982	372938
1850	446172	372653
1851	446362	372370
1852	446644	372163
1853	446837	371882
1854	447019	371592
1855	447263	371353
1856	447541	371143
1857	447731	370860
1858	447915	370572
1859	448184	370354
1860	448368	370066
1861	448627	369840
1862	448821	369561
1863	449133	369378
1864	449418	369173
1865	449601	368885
1866	449875	368671
1867	450073	368395
1868	450342	368177
1869	450534	367895
1870	450723	367613
1871	450911	367329
1872	451100	367045
1873	451383	366839
1874	451572	366556
1875	451763	366275
1876	451954	365994
1877	452231	365782
1878	452415	365495
1879	452692	365283
1880	452978	365080
1881	453265	364876
1882	453459	364597
1883	453767	364410
1884	453981	364148
1885	454176	363871
1886	454491	363689
1887	454685	363410
1888	454875	363129
1889	455058	362843
1890	455346	362639
1891	455533	362356
1892	455816	362148
1893	456002	361865
1894	456284	361656
1895	456561	361444
1896	456751	361163
1897	457021	360946
1898	457317	360748
1899	457612	360550
1900	457818	360282
1901	458053	360037
1902	458334	359827
1903	458525	359547
1904	458715	359266
1905	458910	358990
1906	459104	358712
1907	459387	358505
1908	459671	358298
1909	459954	358090
1910	460146	357811
1911	460448	357618
1912	460641	357340
1913	460828	357057
1914	461118	356854
1915	461417	356659
1916	461602	356375
1917	461801	356102
1918	462082	355892
1919	462272	355612
1920	462464	355334
1921	462472	354914
1922	462750	354703
1923	463033	354494
1924	463306	354279
1925	463499	354001
1926	463783	353794
1927	463983	353522
1928	464242	353296
1929	464482	353055
1930	464674	352777
1931	464871	352503
1932	465141	352285
1933	465332	352007
1934	465533	351736
1935	465728	351461
1936	465922	351185
1937	466114	350908
1938	466308	350632
1939	466495	350352
1940	466777	350143
1941	466971	349867
1942	467158	349587
1943	467350	349310
1944	467559	349047
1945	467747	348767
1946	467964	348509
1947	468161	348237
1948	468354	347961
1949	468539	347680
1950	468731	347404
1951	468924	347129
1952	469130	346863
1953	469481	346705
1954	469677	346431
1955	469887	346169
1956	470197	345980
1957	470397	345711
1958	470591	345436
1959	470785	345162
1960	471050	344940
1961	471247	344668
1962	471534	344463
1963	471819	344255
1964	472012	343980
1965	472222	343718
1966	472507	343510
1967	472789	343300
1968	473078	343095
1969	473277	342826
1970	473549	342608
1971	473850	342412
1972	474038	342134
1973	474235	341862
1974	474538	341667
1975	474848	341477
1976	475134	341270
1977	475417	341060
1978	475607	340783
1979	475800	340509
1980	475990	340233
1981	476180	339957
1982	476369	339680
1983	476670	339483
1984	476949	339270
1985	477235	339063
1986	477518	338852
1987	477815	338653
1988	478101	338444
1989	478292	338169
1990	478500	337906
1991	478790	337701
1992	479033	337462
1993	479310	337248
1994	479602	337043
1995	479858	336814
1996	480047	336537
1997	480236	336261
1998	480423	335983
1999	480622	335715
2000	480916	335511
2001	481112	335240
2002	481387	335024
2003	481579	334750
2004	481858	334537
2005	482050	334263
2006	482332	334051
2007	482616	333841
2008	482924	333647
2009	483120	333376
2010	483410	333171
2011	483680	332951
2012	483932	332718
2013	484211	332504
2014	484502	332298
2015	484707	332034
2016	485000	331829
2017	485279	331615
2018	485569	331409
2019	485873	331211
2020	486166	331007
2021	486447	330794
2022	486728	330580
2023	486920	330307
2024	487181	330080
2025	487466	329870
2026	487651	329591
2027	487840	329316
2028	488028	329040
2029	488317	328832
2030	488593	328615
2031	488786	328343
2032	488989	328077
2033	489183	327805
2034	489372	327530
2035	489642	327310
2036	489916	327091
2037	490114	326823
2038	490391	326606
2039	490663	326387
2040	490853	326113
2041	491063	325852
2042	491254	325579
2043	491529	325361
2044	491818	325153
2045	492018	324886
2046	492210	324613
2047	492408	324345
2048	492605	324076
2049	492905	323874
2050	493103	323606
2051	493295	323334
2052	493489	323063
2053	493673	322786
2054	493869	322517
2055	494159	322309
2056	494435	322092
2057	494725	321883
2058	494915	321611
2059	495212	321407
2060	495408	321138
2061	495707	320935
2062	495903	320666
2063	496190	320456
2064	496491	320254
2065	496685	319984
2066	496969	319772
2067	497257	319562
2068	497537	319347
2069	497794	319117
2070	498038	318879
2071	498272	318634
2072	498464	318363
2073	498761	318158
2074	498945	317882
2075	499233	317672
2076	499426	317401
2077	499718	317194
2078	499982	316967
2079	500261	316752
2080	500451	316479
2081	500645	316209
2082	500942	316004
2083	501126	315729
2084	501322	315460
2085	501513	315188
2086	501800	314978
2087	501990	314705
2088	502182	314435
2089	502471	314225
2090	502769	314020
2091	503059	313811
2092	503347	313600
2093	503545	313333
2094	503836	313123
2095	504028	312853
2096	504222	312584
2097	504397	312303
2098	504684	312091
2099	504968	311878
2100	505148	311600
2101	505441	311392
2102	505633	311122
2103	505817	310846
2104	506003	310572
2105	506187	310298
2106	506476	310087
2107	506771	309880
2108	507045	309660
2109	507229	309386
2110	507515	309173
2111	507707	308903
2112	507894	308630
2113	508187	308422
2114	508375	308149
2115	508564	307878
2116	508755	307608
2117	508946	307338
2118	509222	307119
2119	509409	306847
2120	509688	306630
2121	509966	306412
2122	510156	306141
2123	510347	305872
2124	510539	305602
2125	510727	305331
2126	510910	305056
2127	511209	304852
2128	511493	304637
2129	511766	304417
2130	511953	304144
2131	512140	303873
2132	512420	303656
2133	512702	303441
2134	512879	303163
2135	513073	302895
2136	513260	302624
2137	513456	302358
2138	513644	302087
2139	513920	301868
2140	514212	301658
2141	514390	301381
2142	514684	301173
2143	514869	300900
2144	515062	300633
2145	515252	300364
2146	515438	300092
2147	515721	299877
2148	515911	299607
2149	516103	299339
2150	516388	299125
2151	516667	298908
2152	516857	298639
2153	517129	298417
2154	517323	298150
2155	517582	297921
2156	517858	297702
2157	518046	297432
2158	518236	297163
2159	518431	296897
2160	518716	296683
2161	518902	296412
2162	519179	296194
2163	519373	295927
2164	519568	295662
2165	519763	295396
2166	520043	295179
2167	520233	294910
2168	520535	294706
2169	520724	294437
2170	520973	294202
2171	521165	293935
2172	521348	293663
2173	521541	293396
2174	521781	293157
2175	522070	292944
2176	522265	292679
2177	522545	292462
2178	522827	292246
2179	523124	292038
2180	523315	291770
2181	523506	291503
2182	523780	291282
2183	523978	291018
2184	524199	290768
2185	524398	290506
2186	524692	290296
2187	524885	290030
2188	525080	289765
2189	525372	289554
2190	525562	289287
2191	525752	289019
2192	525957	288760
2193	526249	288549
2194	526513	288322
2195	526751	288082
2196	527045	287871
2197	527235	287604
2198	527422	287336
2199	527711	287122
2200	528005	286912
2201	528297	286700
2202	528585	286487
2203	528773	286218
2204	529080	286015
2205	529271	285749
2206	529463	285483
2207	529658	285219
2208	529940	285001
2209	530230	284789
2210	530412	284518
2211	530692	284299
2212	530884	284033
2213	531163	283814
2214	531349	283546
2215	531574	283298
2216	531811	283056
2217	532027	282804
2218	532312	282588
2219	532604	282376
2220	532902	282166
2221	533127	281919
2222	533343	281666
2223	533649	281461
2224	533953	281255
2225	534267	281054
2226	534558	280841
2227	534837	280621
2228	535058	280371
2229	535344	280155
2230	535626	279937
2231	535839	279683
2232	536127	279467
2233	536318	279202
2234	536594	278981
2235	536792	278719
2236	537145	278537
2237	537423	278316
2238	537721	278107
2239	537918	277844
2240	538116	277582
2241	538419	277374
2242	538712	277161
2243	538997	276944
2244	539300	276736
2245	539490	276471
2246	539671	276200
2247	539941	275975
2248	540269	275780
2249	540557	275564
2250	540830	275340
2251	541088	275109
2252	541328	274869
2253	541509	274598
2254	541637	274301
2255	541856	274050
2256	542153	273839
2257	542468	273636
2258	542713	273398
2259	543034	273199
2260	543229	272936
2261	543522	272722
2262	543811	272506
2263	544089	272285
2264	544399	272079
2265	544594	271816
2266	544779	271548
2267	545064	271330
2268	545257	271066
2269	545389	270772
2270	545663	270549
2271	545947	270330
2272	546235	270113
2273	546428	269850
2274	546713	269631
2275	546922	269375
2276	547208	269158
2277	547483	268935
2278	547773	268718
2279	548050	268496
2280	548330	268275
2281	548511	268006
2282	548791	267785
2283	548991	267525
2284	549276	267306
2285	549465	267041
2286	549754	266824
2287	549947	266560
2288	550228	266340
2289	550519	266124
2290	550706	265858
2291	550995	265641
2292	551187	265377
2293	551376	265112
2294	551664	264895
2295	551942	264672
2296	552221	264450
2297	552455	264207
2298	552748	263992
2299	553013	263763
2300	553294	263542
2301	553483	263277
2302	553749	263049
2303	554042	262833
2304	554326	262613
2305	554516	262349
2306	554794	262126
2307	555077	261906
2308	555332	261672
2309	555517	261406
2310	555785	261178
2311	556063	260955
2312	556342	260732
2313	556630	260514
2314	556904	260289
2315	557186	260068
2316	557372	259802
2317	557652	259580
2318	557842	259315
2319	558036	259053
2320	558319	258832
2321	558503	258566
2322	558781	258343
2323	558964	258075
2324	559258	257860
2325	559448	257596
2326	559718	257369
2327	560017	257155
2328	560292	256931
2329	560337	256601
2330	560529	256338
2331	560823	256122
2332	561014	255859
2333	561301	255640
2334	561490	255375
2335	561781	255158
2336	562089	254948
2337	562374	254728
2338	562653	254504
2339	562936	254283
2340	563240	254071
2341	563429	253808
2342	563618	253544
2343	563883	253314
2344	564167	253093
2345	564360	252831
2346	564640	252608
2347	564871	252363
2348	565070	252104
2349	565256	251839
2350	565449	251577
2351	565649	251319
2352	565933	251098
2353	566218	250877
2354	566517	250662
2355	566787	250435
2356	566985	250176
2357	567176	249913
2358	567440	249683
2359	567727	249463
2360	568016	249244
2361	568270	249009
2362	568568	248793
2363	568809	248553
2364	568993	248288
2365	569180	248024
2366	569473	247806
2367	569661	247543
2368	569875	247291
2369	570168	247073
2370	570358	246810
2371	570556	246551
2372	570855	246336
2373	571151	246119
2374	571439	245899
2375	571732	245681
2376	571921	245418
2377	572113	245156
2378	572312	244898
2379	572526	244646
2380	572830	244433
2381	573124	244215
2382	573316	243954
2383	573614	243737
2384	573638	243405
2385	573919	243182
2386	574204	242960
2387	574392	242697
2388	574671	242473
2389	574964	242255
2390	575237	242028
2391	575433	241768
2392	575617	241504
2393	575905	241283
2394	576099	241023
2395	576292	240763
2396	576575	240540
2397	576873	240323
2398	577158	240101
2399	577435	239876
2400	577729	239657
2401	577947	239407
2402	578151	239152
2403	578450	238935
2404	578689	238694
2405	578919	238449
2406	579113	238189
2407	579403	237969
2408	579599	237710
2409	579892	237491
2410	580196	237276
2411	580481	237054
2412	580778	236836
2413	581052	236609
2414	581360	236395
2415	581552	236135
2416	581576	235806
2417	581867	235586
2418	582058	235325
2419	582326	235096
2420	582615	234875
2421	582819	234619
2422	582909	234318
2423	583200	234098
2424	583460	233865
2425	583753	233645
2426	584063	233432
2427	584349	233210
2428	584633	232986
2429	584824	232726
2430	585016	232466
2431	585262	232227
2432	585540	232002
2433	585817	231775
2434	586024	231521
2435	586322	231303
2436	586503	231039
2437	586690	230777
2438	586878	230516
2439	587158	230291
2440	587437	230065
2441	587634	229807
2442	587915	229583
2443	588099	229320
2444	588286	229058
2445	588588	228842
2446	588781	228583
2447	588977	228324
2448	589171	228066
2449	589208	227747
2450	589490	227522
2451	589686	227265
2452	589879	227006
2453	590172	226786
2454	590367	226527
2455	590652	226304
2456	590843	226045
2457	591035	225786
2458	591312	225559
2459	591510	225303
2460	591789	225077
2461	592089	224859
2462	592371	224634
2463	592660	224412
2464	592941	224187
2465	593131	223927
2466	593317	223666
2467	593624	223450
2468	593925	223233
2469	594214	223010
2470	594497	222786
2471	594801	222569
2472	595091	222347
2473	595282	222088
2474	595526	221848
2475	595716	221589
2476	595997	221363
2477	596293	221143
2478	596577	220918
2479	596854	220691
2480	597142	220468
2481	597334	220209
2482	597615	219984
2483	597813	219727
2484	598098	219503
2485	598343	219264
2486	598607	219032
2487	598881	218803
2488	599072	218544
2489	599400	218335
2490	599681	218109
2491	599977	217888
2492	600022	217577
2493	600294	217348
2494	600480	217087
2495	600668	216827
2496	600965	216607
2497	601149	216346
2498	601434	216121
2499	601623	215862
2500	601899	215634
2501	602090	215375
2502	602275	215115
2503	602558	214890
2504	602838	214663
2505	603122	214438
2506	603305	214177
2507	603493	213917
2508	603694	213663
2509	603886	213405
2510	604171	213180
2511	604361	212921
2512	604554	212664
2513	604847	212442
2514	605035	212183
2515	605308	211954
2516	605500	211696
2517	605691	211438
2518	605755	211136
2519	606053	210916
2520	606245	210659
2521	606525	210432
2522	606713	210173
2523	607011	209952
2524	607203	209695
2525	607494	209472
2526	607778	209246
2527	608064	209022
2528	608247	208761
2529	608505	208527
2530	608799	208305
2531	609083	208079
2532	609271	207820
2533	609547	207592
2534	609734	207333
2535	609928	207077
2536	610209	206850
2537	610517	206632
2538	610804	206408
2539	610997	206151
2540	611299	205931
2541	611581	205704
2542	611865	205479
2543	612140	205249
2544	612329	204992
2545	612614	204766
2546	612803	204508
2547	613045	204268
2548	613231	204009
2549	613546	203793
2550	613735	203536
2551	614019	203309
2552	614297	203081
2553	614483	202822
2554	614773	202598
2555	615109	202389
2556	615363	202153
2557	615548	201894
2558	615842	201671
2559	616029	201412
2560	616309	201184
2561	616503	200929
2562	616696	200672
2563	616892	200417
2564	617078	200159
2565	617273	199904
2566	617455	199644
2567	617652	199390
2568	617842	199133
2569	618038	198878
2570	618227	198621
2571	618417	198364
2572	618613	198110
2573	618803	197853
2574	619081	197625
2575	619271	197368
2576	619503	197125
2577	619692	196869
2578	619969	196640
2579	620157	196383
2580	620449	196159
2581	620746	195936
2582	621035	195711
2583	621227	195455
2584	621246	195145
2585	621540	194922
2586	621812	194692
2587	622104	194467
2588	622397	194243
2589	622594	193989
2590	622876	193762
2591	623163	193536
2592	623444	193308
2593	623725	193080
2594	624002	192851
2595	624288	192625
2596	624562	192395
2597	624755	192140
2598	624999	191900
2599	625280	191672
2600	625465	191414
2601	625754	191189
2602	625942	190933
2603	626144	190680
2604	626338	190426
2605	626527	190170
2606	626818	189945
2607	627114	189721
2608	627397	189493
2609	627672	189263
2610	627953	189035
2611	628237	188808
2612	628425	188551
2613	628717	188326
2614	629003	188099
2615	629302	187876
2616	629495	187621
2617	629780	187394
2618	630076	187170
2619	630265	186914
2620	630559	186689
2621	630741	186431
2622	631035	186207
2623	631226	185951
2624	631510	185724
2625	631795	185496
2626	632087	185271
2627	632381	185046
2628	632669	184819
2629	632971	184596
2630	633158	184340
2631	633457	184116
2632	633643	183860
2633	633837	183605
2634	634128	183379
2635	634322	183125
2636	634609	182898
2637	634897	182671
2638	635184	182443
2639	635370	182187
2640	635643	181956
2641	635830	181700
2642	636019	181444
2643	636206	181188
2644	636225	180885
2645	636506	180656
2646	636694	180400
2647	636961	180167
2648	637239	179937
2649	637514	179706
2650	637697	179450
2651	637883	179194
2652	638070	178938
2653	638258	178683
2654	638448	178428
2655	638724	178198
2656	639020	177973
2657	639300	177743
2658	639576	177513
2659	639860	177284
2660	640154	177058
2661	640432	176828
2662	640712	176598
2663	640986	176367
2664	641259	176135
2665	641448	175881
2666	641735	175653
2667	642003	175419
2668	642286	175190
2669	642480	174937
2670	642753	174705
2671	643036	174476
2672	643331	174250
2673	643521	173996
2674	643779	173760
2675	644018	173519
2676	644280	173284
2677	644557	173053
2678	644849	172826
2679	645138	172598
2680	645395	172362
2681	645581	172106
2682	645862	171877
2683	646143	171646
2684	646434	171419
2685	646731	171193
2686	647000	170960
2687	647192	170706
2688	647481	170478
2689	647666	170223
2690	647932	169988
2691	648121	169734
2692	648406	169505
2693	648695	169277
2694	648976	169046
2695	649257	168816
2696	649446	168562
2697	649742	168335
2698	650032	168107
2699	650321	167879
2700	650599	167647
2701	650612	167348
2702	650864	167110
2703	651148	166880
2704	651421	166648
2705	651716	166421
2706	652007	166193
2707	652295	165964
2708	652483	165710
2709	652676	165457
2710	652864	165202
2711	653061	164951
2712	653252	164697
2713	653548	164470
2714	653737	164216
2715	654024	163987
2716	654316	163759
2717	654527	163511
2718	654792	163276
2719	655008	163029
2720	655203	162777
2721	655472	162543
2722	655777	162318
2723	655988	162070
2724	656188	161819
2725	656483	161592
2726	656759	161360
2727	657069	161136
2728	657434	160925
2729	657713	160694
2730	657749	160403
2731	658035	160173
2732	658274	159931
2733	658461	159678
2734	658778	159455
2735	658997	159209
2736	659283	158979
2737	659573	158750
2738	659858	158520
2739	659879	158226
2740	660163	157996
2741	660348	157741
2742	660628	157510
2743	660815	157256
2744	661015	157006
2745	661265	156767
2746	661481	156520
2747	661681	156270
2748	661951	156036
2749	662210	155800
2750	662512	155573
2751	662794	155342
2752	662990	155091
2753	663279	154861
2754	663474	154610
2755	663667	154358
2756	663945	154125
2757	664146	153875
2758	664341	153624
2759	664616	153391
2760	664799	153137
2761	665087	152907
2762	665277	152655
2763	665287	152361
2764	665569	152130
2765	665762	151878
2766	666026	151643
2767	666253	151399
2768	666440	151146
2769	666636	150895
2770	666927	150666
2771	667120	150415
2772	667404	150184
2773	667680	149951
2774	667867	149698
2775	667994	149432
2776	668297	149205
2777	668489	148954
2778	668773	148723
2779	669060	148493
2780	669068	148200
2781	669335	147965
2782	669600	147730
2783	669885	147499
2784	670168	147268
2785	670363	147018
2786	670640	146785
2787	670951	146560
2788	671222	146325
2789	671496	146092
2790	671789	145863
2791	672073	145631
2792	672353	145399
2793	672539	145147
2794	672816	144914
2795	673001	144661
2796	673259	144424
2797	673452	144173
2798	673744	143944
2799	674023	143711
2800	674217	143460
2801	674398	143207
2802	674589	142956
2803	674875	142725
2804	675058	142472
2805	675345	142241
2806	675536	141990
2807	675726	141738
2808	676026	141510
2809	676206	141257
2810	676394	141005
2811	676677	140773
2812	676976	140545
2813	677169	140294
2814	677467	140066
2815	677755	139835
2816	678043	139604
2817	678299	139366
2818	678490	139115
2819	678778	138884
2820	679072	138654
2821	679360	138423
2822	679634	138189
2823	679945	137963
2824	680237	137732
2825	680533	137503
2826	680807	137269
2827	681088	137036
2828	681276	136785
2829	681557	136552
2830	681846	136321
2831	682036	136070
2832	682327	135839
2833	682606	135605
2834	682803	135356
2835	683089	135124
2836	683374	134892
2837	683563	134641
2838	683841	134407
2839	684029	134156
2840	684226	133907
2841	684415	133656
2842	684647	133413
2843	684949	133184
2844	685239	132953
2845	685495	132715
2846	685505	132430
2847	685795	132198
2848	685984	131947
2849	686282	131718
2850	686478	131468
2851	686666	131217
2852	686957	130986
2853	687224	130750
2854	687405	130498
2855	687598	130248
2856	687788	129998
2857	688056	129762
2858	688233	129510
2859	688420	129259
2860	688606	129008
2861	688798	128758
2862	689090	128527
2863	689272	128275
2864	689461	128025
2865	689758	127795
2866	690053	127564
2867	690241	127314
2868	690529	127082
2869	690812	126849
2870	691000	126599
2871	691187	126348
2872	691388	126100
2873	691667	125867
2874	691866	125618
2875	692063	125370
2876	692344	125136
2877	692616	124901
2878	692805	124652
2879	692995	124402
2880	693291	124171
2881	693579	123939
2882	693862	123706
2883	694048	123455
2884	694352	123226
2885	694618	122990
2886	694804	122739
2887	695080	122505
2888	695266	122255
2889	695523	122017
2890	695797	121782
2891	696079	121549
2892	696269	121299
2893	696456	121049
2894	696740	120816
2895	696940	120568
2896	697221	120335
2897	697406	120084
2898	697688	119851
2899	697983	119619
2900	698172	119370
2901	698455	119137
2902	698646	118887
2903	698928	118654
2904	699211	118420
2905	699398	118170
2906	699581	117920
2907	699812	117678
2908	700090	117443
2909	700358	117207
2910	700546	116958
2911	700737	116709
2912	701028	116477
2913	701224	116229
2914	701414	115980
2915	701605	115731
2916	701857	115492
2917	702140	115258
2918	702329	115009
2919	702607	114775
2920	702901	114543
2921	703204	114312
2922	703486	114078
2923	703774	113845
2924	704063	113613
2925	704327	113376
2926	704523	113128
2927	704831	112898
2928	705114	112664
2929	705125	112386
2930	705417	112154
2931	705419	111875
2932	705606	111626
2933	705792	111377
2934	705984	111129
2935	706173	110880
2936	706358	110631
2937	706634	110396
2938	706832	110149
2939	707117	109915
2940	707121	109638
2941	707395	109403
2942	707683	109170
2943	707874	108922
2944	708170	108690
2945	708361	108442
2946	708641	108207
2947	708834	107960
2948	709122	107726
2949	709408	107493
2950	709600	107245
2951	709911	107015
2952	710191	106781
2953	710378	106532
2954	710662	106298
2955	710942	106064
2956	711213	105828
2957	711494	105593
2958	711771	105358
2959	711966	105111
2960	712244	104876
2961	712438	104628
2962	712712	104393
2963	712995	104158
2964	713278	103924
2965	713528	103685
2966	713828	103453
2967	714112	103219
2968	714302	102971
2969	714586	102736
2970	714864	102501
2971	715137	102265
2972	715418	102030
2973	715707	101797
2974	715895	101548
2975	716088	101301
2976	716287	101055
2977	716476	100807
2978	716751	100571
2979	717036	100336
2980	717227	100089
2981	717407	99840
2982	717599	99593
2983	717924	99364
2984	718116	99116
2985	718307	98869
2986	718496	98621
2987	718687	98374
2988	718874	98126
2989	719148	97890
2990	719333	97642
2991	719611	97407
2992	719804	97160
2993	720040	96919
2994	720327	96684
2995	720569	96444
2996	720866	96211
2997	721144	95976
2998	721416	95739
2999	721608	95492
3000	721806	95246
3001	722095	95012
3002	722288	94765
3003	722476	94518
3004	722670	94271
3005	722883	94027
3006	723081	93781
3007	723357	93545
3008	723641	93310
3009	723833	93064
3010	724114	92829
3011	724395	92593
3012	724679	92358
3013	724867	92111
3014	725125	91873
3015	725413	91638
3016	725693	91403
3017	725991	91169
3018	726179	90922
3019	726465	90687
3020	726659	90441
3021	726736	90180
3022	727020	89945
3023	727316	89712
3024	727618	89479
3025	727892	89242
3026	728173	89007
3027	728469	88773
3028	728746	88537
3029	728972	88294
3030	729299	88064
3031	729484	87817
3032	729785	87583
3033	730073	87348
3034	730368	87114
3035	730659	86880
3036	730955	86646
3037	731240	86410
3038	731431	86164
3039	731717	85928
3040	731919	85683
3041	732117	85437
3042	732416	85203
3043	732715	84969
3044	733009	84735
3045	733302	84500
3046	733585	84264
3047	733887	84031
3048	733889	83763
3049	734190	83529
3050	734481	83294
3051	734669	83047
3052	734930	82809
3053	735218	82573
3054	735406	82326
3055	735597	82080
3056	735632	81817
3057	735822	81570
3058	736109	81335
3059	736304	81089
3060	736600	80855
3061	736882	80619
3062	737173	80383
3063	737454	80147
3064	737643	79901
3065	737849	79656
3066	738048	79411
3067	738239	79165
3068	738530	78930
3069	738575	78669
3070	738770	78423
3071	739059	78188
3072	739061	77922
3073	739248	77676
3074	739526	77439
3075	739721	77194
3076	740006	76958
3077	740270	76720
3078	740461	76475
3079	740728	76237
3080	740918	75991
3081	741152	75750
3082	741439	75514
3083	741730	75279
3084	742014	75043
3085	742308	74808
3086	742500	74562
3087	742692	74317
3088	742878	74071
3089	743150	73834
3090	743338	73588
3091	743532	73343
3092	743816	73107
3093	744013	72862
3094	744309	72627
3095	744500	72382
3096	744693	72136
3097	744884	71891
3098	745084	71647
3099	745278	71402
3100	745569	71166
3101	745760	70921
3102	745951	70676
3103	746240	70440
3104	746517	70203
3105	746723	69960
3106	747008	69723
3107	747280	69486
3108	747472	69241
3109	747754	69005
3110	747765	68743
3111	748043	68506
3112	748338	68271
3113	748624	68034
3114	748849	67793
3115	749124	67555
3116	749415	67319
3117	749607	67075
3118	749799	66830
3119	750081	66593
3120	750326	66353
3121	750515	66108
3122	750703	65863
3123	750900	65619
3124	751195	65384
3125	751477	65147
3126	751759	64910
3127	751959	64666
3128	752252	64430
3129	752440	64185
3130	752632	63941
3131	752918	63704
3132	753112	63460
3133	753299	63215
3134	753589	62979
3135	753779	62734
3136	753964	62489
3137	754250	62253
3138	754440	62008
3139	754706	61770
3140	754996	61534
3141	755290	61298
3142	755476	61053
3143	755661	60808
3144	755946	60571
3145	756225	60334
3146	756415	60090
3147	756603	59845
3148	756886	59608
3149	757171	59371
3150	757349	59126
3151	757624	58888
3152	757911	58652
3153	758194	58415
3154	758378	58170
3155	758667	57933
3156	758953	57696
3157	759138	57452
3158	759421	57215
3159	759656	56974
3160	759910	56734
3161	760099	56490
3162	760132	56234
3163	760413	55997
3164	760701	55760
3165	760976	55522
3166	761156	55278
3167	761347	55034
3168	761628	54796
3169	761922	54560
3170	762198	54322
3171	762391	54078
3172	762679	53841
3173	762936	53602
3174	763124	53358
3175	763360	53117
3176	763642	52880
3177	763922	52642
3178	764188	52404
3179	764472	52166
3180	764665	51923
3181	764952	51685
3182	765229	51448
3183	765503	51209
3184	765690	50965
3185	765884	50722
3186	765899	50467
3187	766183	50229
3188	766465	49992
3189	766655	49748
3190	766860	49505
3191	767139	49268
3192	767336	49024
3193	767626	48787
3194	767912	48550
3195	768197	48312
3196	768283	48062
3197	768589	47826
3198	768857	47587
3199	769159	47351
3200	769347	47107
3201	769541	46864
3202	769739	46621
3203	770037	46384
3204	770231	46141
3205	770505	45903
3206	770793	45665
3207	771079	45428
3208	771356	45190
3209	771542	44946
3210	771837	44709
3211	772123	44471
3212	772314	44228
3213	772582	43989
3214	772775	43746
3215	772962	43503
3216	773264	43266
3217	773548	43028
