iter	Passed	Remaining
1113	282610	579173
1114	282848	578888
1115	283136	578704
1116	283402	578475
1117	283589	578087
1118	283889	577927
1119	284086	577558
1120	284375	577376
1121	284575	577012
1122	284770	576640
1123	285059	576458
1124	285248	576074
1125	285442	575700
1126	285636	575329
1127	285912	575120
1128	286100	574735
1129	286403	574581
1130	286665	574344
1131	286854	573961
1132	287186	573865
1133	287380	573494
1134	287652	573277
1135	287921	573055
1136	288209	572869
1137	288486	572663
1138	288794	572518
1139	288993	572156
1140	289189	571788
1141	289464	571578
1142	289775	571438
1143	289979	571087
1144	290273	570912
1145	290480	570569
1146	290681	570212
1147	291070	570223
1148	291275	569875
1149	291468	569504
1150	291656	569122
1151	291841	568735
1152	292047	568390
1153	292355	568243
1154	292551	567878
1155	292742	567505
1156	292930	567124
1157	293124	566758
1158	293323	566401
1159	293531	566060
1160	293724	565691
1161	293920	565328
1162	294138	565009
1163	294377	564728
1164	294568	564358
1165	294762	563992
1166	294958	563631
1167	295160	563280
1168	295351	562911
1169	295574	562601
1170	295773	562246
1171	296033	562008
1172	296220	561631
1173	296405	561251
1174	296690	561060
1175	296882	560693
1176	297103	560382
1177	297299	560023
1178	297486	559648
1179	297727	559374
1180	298020	559198
1181	298308	559012
1182	298498	558643
1183	298689	558276
1184	298971	558079
1185	299163	557715
1186	299359	557359
1187	299655	557187
1188	299927	556972
1189	300222	556799
1190	300425	556455
1191	300687	556221
1192	300966	556018
1193	301164	555666
1194	301454	555483
1195	301644	555116
1196	301834	554750
1197	302030	554395
1198	302281	554141
1199	302469	553770
1200	302752	553575
1201	303015	553343
1202	303249	553059
1203	303547	552889
1204	303727	552507
1205	304022	552332
1206	304216	551976
1207	304406	551610
1208	304693	551423
1209	304917	551119
1210	305135	550806
1211	305322	550437
1212	305517	550082
1213	305714	549732
1214	305907	549373
1215	306102	549021
1216	306340	548745
1217	306606	548518
1218	306796	548156
1219	307076	547954
1220	307269	547598
1221	307558	547413
1222	307739	547036
1223	307938	546692
1224	308137	546346
1225	308401	546116
1226	308635	545834
1227	308864	545543
1228	309055	545184
1229	309254	544841
1230	309456	544502
1231	309648	544146
1232	309838	543787
1233	310027	543427
1234	310214	543064
1235	310406	542708
1236	310591	542342
1237	310776	541975
1238	310960	541608
1239	311156	541261
1240	311426	541043
1241	311618	540690
1242	311804	540328
1243	311997	539975
1244	312277	539776
1245	312460	539407
1246	312657	539064
1247	312852	538717
1248	313043	538364
1249	313241	538024
1250	313491	537772
1251	313683	537421
1252	313879	537076
1253	314062	536711
1254	314251	536356
1255	314442	536003
1256	314630	535647
1257	314822	535298
1258	315119	535126
1259	315394	534918
1260	315583	534565
1261	315773	534213
1262	315976	533882
1263	316166	533530
1264	316349	533168
1265	316618	532949
1266	316888	532732
1267	317073	532374
1268	317260	532016
1269	317462	531687
1270	317747	531495
1271	317931	531134
1272	318119	530781
1273	318306	530427
1274	318502	530087
1275	318791	529903
1276	318976	529545
1277	319252	529340
1278	319535	529144
1279	319727	528799
1280	319932	528474
1281	320125	528132
1282	320311	527776
1283	320496	527421
1284	320765	527203
1285	320969	526879
1286	321240	526665
1287	321418	526298
1288	321609	525952
1289	321896	525764
1290	322178	525567
1291	322368	525221
1292	322655	525031
1293	322841	524679
1294	323025	524324
1295	323230	524001
1296	323444	523695
1297	323635	523351
1298	323830	523014
1299	324041	522703
1300	324233	522363
1301	324511	522159
1302	324706	521822
1303	324892	521472
1304	325090	521141
1305	325282	520799
1306	325557	520592
1307	325745	520246
1308	325937	519906
1309	326124	519558
1310	326333	519246
1311	326573	518982
1312	326766	518644
1313	326973	518329
1314	327177	518010
1315	327380	517688
1316	327572	517350
1317	327770	517021
1318	328071	516855
1319	328263	516517
1320	328453	516177
1321	328642	515833
1322	328839	515505
1323	329033	515170
1324	329226	514836
1325	329507	514637
1326	329698	514299
1327	329895	513971
1328	330174	513770
1329	330367	513435
1330	330571	513117
1331	330766	512787
1332	331040	512578
1333	331330	512394
1334	331376	511833
1335	331657	511635
1336	331860	511318
1337	332105	511065
1338	332298	510732
1339	332488	510394
1340	332678	510057
1341	332864	509714
1342	333056	509380
1343	333365	509225
1344	333555	508888
1345	333836	508691
1346	334022	508348
1347	334207	508005
1348	334454	507755
1349	334705	507513
1350	334979	507303
1351	335169	506968
1352	335361	506636
1353	335386	506051
1354	335582	505726
1355	335779	505403
1356	335970	505069
1357	336167	504746
1358	336360	504416
1359	336572	504116
1360	336848	503911
1361	337034	503571
1362	337226	503241
1363	337419	502913
1364	337616	502591
1365	337814	502269
1366	338116	502103
1367	338312	501780
1368	338503	501450
1369	338694	501119
1370	338878	500779
1371	339070	500450
1372	339327	500218
1373	339522	499894
1374	339722	499576
1375	340063	499468
1376	340252	499135
1377	340505	498897
1378	340690	498558
1379	340883	498233
1380	341088	497924
1381	341338	497681
1382	341532	497358
1383	341718	497022
1384	342013	496845
1385	342208	496523
1386	342400	496196
1387	342595	495874
1388	342834	495617
1389	343027	495292
1390	343218	494964
1391	343408	494636
1392	343698	494451
1393	343975	494248
1394	344174	493933
1395	344417	493680
1396	344609	493356
1397	344806	493039
1398	344998	492713
1399	345191	492391
1400	345379	492061
1401	345673	491882
1402	345872	491567
1403	346058	491235
1404	346335	491031
1405	346533	490716
1406	346718	490383
1407	346924	490079
1408	347204	489881
1409	347483	489680
1410	347678	489361
1411	347867	489034
1412	348152	488842
1413	348435	488647
1414	348622	488317
1415	348812	487993
1416	349068	487759
1417	349339	487547
1418	349531	487226
1419	349720	486899
1420	349908	486572
1421	350183	486365
1422	350373	486041
1423	350562	485716
1424	350856	485535
1425	351051	485218
1426	351245	484900
1427	351424	484562
1428	351607	484228
1429	351797	483905
1430	351982	483575
1431	352167	483247
1432	352353	482918
1433	352538	482589
1434	352728	482267
1435	353016	482079
1436	353207	481758
1437	353498	481574
1438	353686	481249
1439	353920	480988
1440	354205	480795
1441	354390	480467
1442	354668	480265
1443	354959	480080
1444	355162	479775
1445	355438	479571
1446	355637	479262
1447	355838	478957
1448	356101	478734
1449	356371	478521
1450	356561	478200
1451	356808	477956
1452	357023	477669
1453	357327	477502
1454	357518	477182
1455	357707	476861
1456	357977	476648
1457	358175	476338
1458	358460	476146
1459	358646	475821
1460	358839	475505
1461	359030	475186
1462	359312	474989
1463	359501	474670
1464	359741	474416
1465	359932	474099
1466	360122	473780
1467	360316	473467
1468	360504	473146
1469	360688	472820
1470	360884	472511
1471	361169	472316
1472	361454	472123
1473	361686	471861
1474	361963	471656
1475	362146	471329
1476	362330	471004
1477	362523	470691
1478	362717	470380
1479	362908	470064
1480	363103	469753
1481	363294	469439
1482	363539	469194
1483	363734	468883
1484	363938	468585
1485	364137	468281
1486	364331	467971
1487	364530	467667
1488	364822	467483
1489	365006	467159
1490	365202	466851
1491	365473	466639
1492	365656	466316
1493	365913	466087
1494	366103	465772
1495	366292	465456
1496	366576	465260
1497	366770	464951
1498	366960	464637
1499	367149	464321
1500	367335	464002
1501	367608	463793
1502	367804	463487
1503	368000	463181
1504	368184	462860
1505	368458	462652
1506	368654	462347
1507	368849	462040
1508	369029	461714
1509	369217	461399
1510	369401	461079
1511	369596	460773
1512	369790	460466
1513	369976	460148
1514	370168	459839
1515	370443	459633
1516	370712	459419
1517	370994	459222
1518	371177	458901
1519	371369	458592
1520	371640	458381
1521	371829	458069
1522	372020	457758
1523	372211	457448
1524	372451	457199
1525	372723	456989
1526	373009	456796
1527	373200	456486
1528	373383	456167
1529	373570	455853
1530	373792	455582
1531	374057	455363
1532	374262	455071
1533	374452	454761
1534	374649	454460
1535	374669	453945
1536	374887	453670
1537	375103	453392
1538	375303	453095
1539	375500	452794
1540	375693	452490
1541	375878	452175
1542	376067	451865
1543	376333	451648
1544	376524	451341
1545	376715	451035
1546	376903	450724
1547	377177	450517
1548	377359	450200
1549	377542	449883
1550	377734	449579
1551	377911	449256
1552	378095	448942
1553	378277	448626
1554	378461	448312
1555	378644	447997
1556	378828	447684
1557	379013	447372
1558	379288	447166
1559	379572	446971
1560	379857	446777
1561	380050	446473
1562	380327	446270
1563	380620	446085
1564	380899	445883
1565	381099	445589
1566	381370	445377
1567	381548	445059
1568	381735	444750
1569	381927	444447
1570	382123	444148
1571	382396	443939
1572	382685	443750
1573	382879	443449
1574	383070	443145
1575	383350	442945
1576	383548	442648
1577	383770	442382
1578	383968	442086
1579	384160	441784
1580	384441	441584
1581	384637	441287
1582	384907	441074
1583	385095	440769
1584	385288	440468
1585	385475	440161
1586	385726	439927
1587	385915	439623
1588	386218	439447
1589	386415	439153
1590	386611	438856
1591	386903	438668
1592	387185	438469
1593	387377	438169
1594	387563	437861
1595	387772	437579
1596	387955	437269
1597	388148	436970
1598	388434	436776
1599	388626	436475
1600	388826	436184
1601	389077	435951
1602	389259	435640
1603	389455	435345
1604	389644	435042
1605	389834	434740
1606	390125	434551
1607	390314	434249
1608	390508	433952
1609	390700	433653
1610	390745	433191
1611	390942	432898
1612	391213	432687
1613	391405	432388
1614	391601	432095
1615	391791	431795
1616	392086	431610
1617	392372	431416
1618	392650	431212
1619	392847	430920
1620	393040	430622
1621	393228	430321
1622	393421	430024
1623	393612	429726
1624	393899	429532
1625	394201	429355
1626	394387	429051
1627	394574	428748
1628	394813	428501
1629	395009	428209
1630	395300	428020
1631	395491	427722
1632	395683	427425
1633	395947	427206
1634	396137	426908
1635	396420	426709
1636	396697	426503
1637	396889	426208
1638	397151	425987
1639	397432	425785
1640	397628	425493
1641	397816	425193
1642	398005	424894
1643	398280	424687
1644	398581	424507
1645	398769	424207
1646	398960	423910
1647	399254	423723
1648	399440	423421
1649	399628	423122
1650	399814	422820
1651	400010	422529
1652	400199	422230
1653	400488	422037
1654	400771	421838
1655	401011	421594
1656	401203	421299
1657	401394	421004
1658	401584	420707
1659	401776	420412
1660	401964	420114
1661	402155	419819
1662	402343	419521
1663	402537	419229
