iter	RMSE
236	0.7836263961
237	0.78287079
238	0.7817364733
239	0.7802767422
240	0.7790543343
241	0.7776999386
242	0.7763735316
243	0.7749169524
244	0.7737643137
245	0.7726500621
246	0.7712427071
247	0.7700105382
248	0.7688267061
249	0.7676430056
250	0.7665094693
251	0.7648915723
252	0.7639223994
253	0.7625662223
254	0.7613732417
255	0.7601872851
256	0.7589857066
257	0.7577750063
258	0.756795406
259	0.755489362
260	0.7545302815
261	0.7533636069
262	0.752436055
263	0.7513320894
264	0.7501872269
265	0.7492050378
266	0.7479763232
267	0.7471142463
268	0.7462698493
269	0.74569752
270	0.7447660967
271	0.7439694834
272	0.7430312649
273	0.7419149501
274	0.7411486478
275	0.739943772
276	0.7390091356
277	0.7378373033
278	0.7364745609
279	0.7352505126
280	0.7340396805
281	0.7330927119
282	0.7328422733
283	0.7321026325
284	0.7310781835
285	0.7300346185
286	0.7290519899
287	0.7280317978
288	0.7270451955
289	0.7259124131
290	0.7250357377
291	0.724151477
292	0.7230020056
293	0.7223505823
294	0.7214551176
295	0.7204505846
296	0.7193597686
297	0.7184715472
298	0.7175572633
299	0.7166203467
300	0.7158869985
301	0.7149705983
302	0.7139875115
303	0.7133772457
304	0.7121410528
305	0.7111767271
306	0.710379265
307	0.7095081564
308	0.7086180937
309	0.7080884286
310	0.7070475685
311	0.7059884723
312	0.7050884932
313	0.7041970173
314	0.7034697319
315	0.7025951663
316	0.7020251759
317	0.7010786951
318	0.700171584
319	0.699313378
320	0.6985013446
321	0.6976393627
322	0.6972092964
323	0.6961877433
324	0.6952797767
325	0.6942736431
326	0.6932875141
327	0.6925405022
328	0.6918800611
329	0.6911900227
330	0.690246102
331	0.6894545513
332	0.6886625551
333	0.6877724889
334	0.6870023858
335	0.6860880495
336	0.685185552
337	0.6844208015
338	0.6835808876
339	0.6827778198
340	0.6821467761
341	0.6815823327
342	0.6808141577
343	0.6802065121
344	0.6795542479
345	0.6788002695
346	0.6781743853
347	0.677601944
348	0.6766029944
349	0.6756859586
350	0.6749964512
351	0.6740844105
352	0.673456784
353	0.6727247889
354	0.6719352654
355	0.6711742148
356	0.670400888
357	0.6695880765
358	0.6688996415
359	0.6680693424
360	0.6670893584
361	0.6663439588
362	0.6655875324
363	0.6648970651
364	0.6642595319
365	0.6636672835
366	0.6628941215
367	0.6623628837
368	0.6617306209
369	0.6611796732
370	0.6604530213
371	0.6595213729
372	0.6585370093
373	0.6579984856
374	0.6573540956
375	0.6566694605
376	0.6559535449
377	0.6551931156
378	0.6543791267
379	0.6535778566
380	0.6529740681
381	0.6520764974
382	0.6512100927
383	0.6504492063
384	0.6496268749
385	0.649108832
386	0.648525669
387	0.6476697487
388	0.6471344167
389	0.6462933721
390	0.6458574985
391	0.6450962145
392	0.6443197995
393	0.6437176885
394	0.6429245606
395	0.6422061808
396	0.6416267463
397	0.6409697432
398	0.640362305
399	0.6396801875
400	0.6389674236
401	0.6382868041
402	0.6374976112
403	0.6368631289
404	0.6361301861
405	0.6355279799
406	0.6349265793
407	0.6342295852
408	0.6334013123
409	0.6326109336
410	0.6319110616
411	0.6311861643
412	0.6304392507
413	0.6299770009
414	0.629406934
415	0.6288472805
416	0.6281445452
417	0.6274215592
418	0.6267654914
419	0.6262741529
420	0.6258260195
421	0.6253179712
422	0.624618663
423	0.6241625675
424	0.6235585823
425	0.6228401472
426	0.6222556551
427	0.6217561691
428	0.6210868271
429	0.6204368144
430	0.6203723393
431	0.6198119973
432	0.6192061977
433	0.6185924282
434	0.6177660328
435	0.6171537291
436	0.6164798598
437	0.615989468
438	0.6155179945
439	0.6148845451
440	0.61429546
441	0.6137095034
442	0.6136017175
443	0.6132013818
444	0.6124730495
445	0.6117857138
446	0.6112172379
447	0.6105515035
448	0.6100644303
449	0.6095669538
450	0.6087674013
451	0.6081379708
452	0.6074959651
453	0.6067737047
454	0.6063308855
455	0.6054666002
456	0.6050850889
457	0.6044848682
458	0.6039283241
459	0.6033861011
460	0.6029266095
461	0.6022998657
462	0.601819015
463	0.6013052128
464	0.6008540957
465	0.6003948943
466	0.5999582496
467	0.5993770915
468	0.5988773753
469	0.5981199771
470	0.5974066354
471	0.5970361337
472	0.5965275127
473	0.5958237579
474	0.5952908649
475	0.5947040184
476	0.5940487459
477	0.5935621038
478	0.5930898392
479	0.593023521
480	0.592602305
481	0.5920342287
482	0.5913362665
483	0.5908113361
484	0.5903372376
485	0.5898240425
486	0.5892548325
487	0.5886718514
488	0.5879928867
489	0.587930594
490	0.5873035185
491	0.5869557347
492	0.5862977798
493	0.5857524169
494	0.5851621927
495	0.5845825032
496	0.5838206703
497	0.5833272239
498	0.5827847684
499	0.5822072476
500	0.5819307191
501	0.5813299687
502	0.5809572428
503	0.5805574457
504	0.5799469858
505	0.5796890673
506	0.5793900458
507	0.5787028265
508	0.5781952678
509	0.577701889
510	0.5771328156
511	0.5763550599
512	0.5756624446
513	0.5750832497
514	0.5746647302
515	0.5741023916
516	0.5736439889
517	0.5731582133
518	0.5725533787
519	0.5721620261
520	0.5717532748
521	0.5716918535
522	0.5716582526
523	0.5710858938
524	0.5705414811
525	0.5700922773
526	0.5697000883
527	0.5693385174
528	0.5687727953
529	0.5683533273
530	0.5676357504
531	0.5669769781
532	0.566518676
533	0.5661455073
534	0.5660427116
535	0.5656058328
536	0.5650745268
537	0.5643445411
538	0.5636937916
539	0.5632467862
540	0.5629459986
541	0.5626344364
542	0.5625964607
543	0.5620609484
544	0.5615432509
545	0.5612198841
546	0.5604862115
547	0.5601935417
548	0.5597401629
549	0.5595344915
550	0.5588792539
551	0.5583847091
552	0.5580821679
553	0.5575185876
554	0.5568257895
555	0.5564049569
556	0.5558250902
557	0.5554838969
558	0.5551234414
559	0.5546779559
560	0.5541947777
561	0.5538462202
562	0.5533743417
563	0.5529534205
564	0.5523258134
565	0.5517753741
566	0.5513793341
567	0.5507150221
568	0.550117792
569	0.5497556866
570	0.5494447064
571	0.5488396807
572	0.5484547637
573	0.5480470332
574	0.5480042175
575	0.5476325451
576	0.5473933186
577	0.5471140542
578	0.5467705568
579	0.5462175178
580	0.5457008963
581	0.5450944136
582	0.5447050217
583	0.5442964828
584	0.5436680148
585	0.5432815475
586	0.5429973195
587	0.5425446888
588	0.5422230919
589	0.5417575639
590	0.5412819092
591	0.5408902219
592	0.5403440058
593	0.539838091
594	0.539452952
595	0.5390034724
596	0.5385536557
597	0.5381323346
598	0.5380931109
599	0.5378223981
600	0.5374816685
601	0.5369611576
602	0.5362505159
603	0.5359878648
604	0.5355584774
605	0.5350042344
606	0.5343862772
607	0.5343658451
608	0.5338921382
609	0.5334266769
610	0.5334115835
611	0.533079877
612	0.5326669661
613	0.5323695829
614	0.5319381584
615	0.5316715153
616	0.5313817575
617	0.531093546
618	0.5308106005
619	0.5306364131
620	0.5303309443
621	0.5297913894
622	0.5294605507
623	0.5288730556
624	0.5285537595
625	0.5281864859
626	0.5276976564
627	0.5273609627
628	0.5269524914
629	0.526556171
630	0.5260705749
631	0.5255993457
632	0.525080127
633	0.5246096199
634	0.5240967682
635	0.5234321825
636	0.5230974709
637	0.5226199026
638	0.5224258679
639	0.5220941046
640	0.5215417754
641	0.5211761813
642	0.5207422986
643	0.5204456721
644	0.5199713827
645	0.5196567565
646	0.5192964366
647	0.5190515321
648	0.5186943998
649	0.5184769948
650	0.5181430726
651	0.5176002691
652	0.5172162425
653	0.5169141291
654	0.5166139632
655	0.5162661021
656	0.5156133844
657	0.5153903489
658	0.5150573471
659	0.5148143942
660	0.5144041708
661	0.5140285038
662	0.5133921786
663	0.5128878074
664	0.5125844755
665	0.5120247438
666	0.5117487388
667	0.5114392995
668	0.5111697143
669	0.5108548418
670	0.5103009624
671	0.5101112683
672	0.5096908648
673	0.5092613295
674	0.5089849283
675	0.5085967947
676	0.5083717114
677	0.5080908638
678	0.5077776341
679	0.5073544552
680	0.5069260705
681	0.5064053245
682	0.5059959124
683	0.5057845104
684	0.5054247359
685	0.505030282
686	0.5046240295
687	0.5042765972
688	0.5039564251
689	0.5037452551
690	0.5034085137
691	0.5030865913
692	0.5025449248
693	0.5022680864
694	0.5018604801
695	0.501325908
696	0.5009435603
697	0.5009352234
698	0.5005494549
699	0.500191379
700	0.4997642886
701	0.4995153083
702	0.4989783269
703	0.4986616248
704	0.4983957229
705	0.4980788838
706	0.4976177226
707	0.4972974658
708	0.4970346971
709	0.4967454598
710	0.4965207119
711	0.4962151115
712	0.4957756555
713	0.4953346435
714	0.495037046
715	0.4950070769
716	0.4946448098
717	0.4942471358
718	0.4940008643
719	0.4935301614
720	0.4930433778
721	0.492633676
722	0.4922230333
723	0.491974349
724	0.4915799395
725	0.491008111
726	0.4907407854
727	0.4904954269
728	0.4900531249
729	0.4896566188
730	0.4893623464
731	0.4890528278
732	0.4883964401
733	0.4880689518
734	0.4876678243
735	0.4873995765
736	0.4869109339
737	0.4866396819
738	0.4862360654
739	0.4858828677
740	0.4853962761
741	0.4850923057
742	0.4848202621
743	0.4843398937
744	0.4839592302
745	0.4836477514
746	0.4832749894
747	0.4828823548
748	0.482472041
749	0.4821717788
750	0.4817595282
751	0.4814087366
752	0.4810090854
753	0.4805509585
754	0.4802899928
755	0.4801031582
756	0.4795412655
757	0.4789404793
758	0.4786460421
759	0.4782177725
760	0.4778650132
761	0.4773575946
762	0.4772526139
763	0.4769381168
764	0.4767633501
765	0.4763595822
766	0.4759521243
767	0.4756171623
768	0.4753574841
769	0.4750372032
770	0.4745197372
771	0.4741807969
772	0.4739240204
773	0.473504952
774	0.4731398907
775	0.4727217792
776	0.4724420445
777	0.4720239997
778	0.4717212841
779	0.4716223142
780	0.4712036108
781	0.4709634858
782	0.4706742098
783	0.4705345806
784	0.4700595574
785	0.4700546475
786	0.469735094
787	0.4695075325
788	0.4690857469
789	0.4687021277
790	0.468304803
791	0.4680175815
792	0.4675649851
793	0.4671976262
794	0.4669360063
795	0.4665360805
796	0.4661519189
797	0.4658689738
798	0.4654981271
799	0.4651337789
800	0.4647832118
801	0.4643228913
802	0.4640268296
803	0.4636713194
804	0.4633864045
805	0.4629528833
806	0.4626436921
807	0.4624591894
808	0.4620517251
809	0.4615813498
810	0.4613523062
811	0.4610041099
812	0.4604348578
813	0.4600729842
814	0.4598280535
815	0.4595702277
816	0.4590758962
817	0.4587193833
818	0.4584106221
819	0.4581340617
820	0.4577732363
821	0.4574264199
822	0.4570698789
823	0.4568062661
824	0.4566172598
825	0.4561553067
826	0.4559145471
827	0.4555824961
828	0.4552131879
829	0.4549731769
830	0.4547626868
831	0.4544224
832	0.4539929713
833	0.4537005061
834	0.4532074152
835	0.4527697299
836	0.4525044686
837	0.4521866599
838	0.4518343936
839	0.4515437411
840	0.4512839632
841	0.4510416457
842	0.4506176662
843	0.4502514704
844	0.4500024703
845	0.4497671608
846	0.4494771693
847	0.449220363
848	0.4487676239
849	0.4485585466
850	0.4481845742
851	0.4477829942
852	0.4473876496
853	0.4468959107
854	0.4466408694
855	0.4464277487
856	0.4459802
857	0.4457978192
858	0.4454880374
859	0.4449075492
860	0.4447605902
861	0.4444925448
862	0.4441189583
863	0.4437747486
864	0.4434173943
865	0.4431588622
866	0.4428590752
867	0.4425838501
868	0.4424039366
869	0.4421556411
870	0.441763231
871	0.4415721782
872	0.4411344138
873	0.4406052128
874	0.4401232231
875	0.4396521516
876	0.4394602448
877	0.4392246538
878	0.4390305352
879	0.4387879355
880	0.4384521795
881	0.4381885699
882	0.4378806962
883	0.4374455269
884	0.4371352388
885	0.4367558772
886	0.4363947545
887	0.4361244272
888	0.4356439577
889	0.4353251281
890	0.4348565496
891	0.4343951247
892	0.4341518938
893	0.4338162241
894	0.4335921579
895	0.433226769
896	0.432746341
897	0.432515077
898	0.4320784566
899	0.4317405136
900	0.4312462149
901	0.4309100531
902	0.4304383303
903	0.430120765
904	0.429757349
905	0.4293138856
906	0.4289869409
907	0.428748684
908	0.4284683051
909	0.4280656778
910	0.4277025607
911	0.4274135135
912	0.4270752978
913	0.426734687
914	0.4264876636
915	0.4262482664
916	0.4259638329
917	0.4257610669
918	0.4253563707
919	0.4249804459
920	0.4246053506
921	0.4241835666
922	0.424023216
923	0.4237601004
924	0.4233742543
925	0.4231219901
926	0.4228876838
927	0.4225757627
928	0.4222683868
929	0.4219208884
930	0.4214747205
931	0.4211288992
932	0.4208012188
933	0.4205038085
934	0.4203051951
935	0.4198509956
936	0.4195824967
937	0.4192189375
938	0.4189077463
939	0.4184762679
940	0.4182743136
941	0.4179194601
942	0.4176272755
943	0.4171690407
944	0.416809873
945	0.4164877304
946	0.4161897705
947	0.4157548378
948	0.4154875271
949	0.4152336578
950	0.4149654984
951	0.4145354548
952	0.4140645909
953	0.4135864434
954	0.4132683246
955	0.4128581912
956	0.4125396498
957	0.4121988374
958	0.4117816002
959	0.4115378515
960	0.4112060174
961	0.4108730532
962	0.4106387045
963	0.4104022865
964	0.4101567957
965	0.4098596957
966	0.4094905964
967	0.4092939024
968	0.4090248904
969	0.4085861445
970	0.4081811352
971	0.4078805651
972	0.407598296
973	0.4073565767
974	0.40713536
975	0.406781783
976	0.4064756887
977	0.4061425527
978	0.4057715238
979	0.4054461954
980	0.405091495
981	0.4048147589
982	0.4046248335
983	0.4042210118
984	0.4039828929
985	0.4037305433
986	0.4035512167
987	0.4032691888
988	0.4028040871
989	0.4026021147
990	0.4022771952
991	0.4020172541
992	0.4017090324
993	0.4014497627
994	0.4012540019
995	0.4009055829
996	0.4005531969
997	0.4003034053
998	0.4000018378
999	0.3996327194
1000	0.3993636306
1001	0.3990390449
1002	0.3987818972
1003	0.3984758622
1004	0.3980373207
1005	0.3977658822
1006	0.3975467799
1007	0.3972683538
1008	0.3967524556
1009	0.3963572562
1010	0.3960245219
1011	0.3958026503
1012	0.3955097632
1013	0.3952565335
1014	0.3948963918
1015	0.3946644875
1016	0.3942876443
1017	0.3938450494
1018	0.39355021
1019	0.3932167138
1020	0.392816453
1021	0.3924428198
1022	0.3920811632
1023	0.3917559814
1024	0.3915350374
1025	0.3912100689
1026	0.3909714587
1027	0.3905419709
1028	0.3902218652
1029	0.3897974165
1030	0.3894337156
1031	0.3890679319
1032	0.3887519756
1033	0.3883605575
1034	0.3879993738
1035	0.3876693455
1036	0.3872346521
1037	0.3869171383
1038	0.3865572303
1039	0.3862241198
1040	0.385959705
1041	0.3856484582
1042	0.3853511586
1043	0.3851464544
1044	0.3848398361
1045	0.3845778447
1046	0.3841693774
1047	0.3837303948
1048	0.3835712291
1049	0.3832855167
1050	0.3829267235
1051	0.3826305454
1052	0.3822837836
1053	0.3820548855
1054	0.3818687823
1055	0.3815782026
1056	0.381350183
1057	0.3810263345
1058	0.3807202751
1059	0.3803386491
1060	0.3801185137
1061	0.3799241484
1062	0.3796606571
1063	0.3793457303
1064	0.3790654163
1065	0.3786908629
1066	0.3784475337
1067	0.3780967346
1068	0.377725561
1069	0.3773817881
1070	0.3770283601
1071	0.376727052
1072	0.3764562052
1073	0.3760588268
1074	0.375693769
1075	0.375407075
1076	0.375223384
1077	0.3748712375
1078	0.3745261986
1079	0.3741826068
1080	0.3738921889
1081	0.3735329905
1082	0.3732964877
1083	0.3730047075
1084	0.3727450369
1085	0.3723681175
1086	0.3720937187
1087	0.371766321
1088	0.3714245262
1089	0.3712488845
1090	0.3707627791
1091	0.3703761234
1092	0.370156035
1093	0.369828866
1094	0.3696019487
1095	0.3692935493
1096	0.3689251008
1097	0.36865211
1098	0.36835908
1099	0.3680971117
1100	0.3677384963
1101	0.3675368092
1102	0.3672079181
1103	0.3668713043
1104	0.3665284907
1105	0.366163046
1106	0.3658501296
1107	0.3655178691
1108	0.365168956
1109	0.3648917538
1110	0.3646580982
1111	0.3643571932
1112	0.3640841413
1113	0.363868629
1114	0.3636397759
1115	0.3633159988
1116	0.3629506714
1117	0.3626604355
1118	0.3623529647
1119	0.3620812136
1120	0.3617621511
1121	0.361395579
1122	0.361130231
1123	0.3608383532
1124	0.3606329095
1125	0.3603919101
1126	0.3600594696
1127	0.3597850976
1128	0.359432821
1129	0.3591364592
1130	0.3588952043
1131	0.358675873
1132	0.3583875498
1133	0.3580703405
1134	0.3578014793
1135	0.3575108866
1136	0.3573424159
1137	0.357037761
1138	0.3567554294
1139	0.3565029663
1140	0.3561093306
1141	0.355859084
1142	0.355546395
1143	0.35532404
1144	0.3550478695
1145	0.3548597875
1146	0.3545921767
1147	0.3543080754
1148	0.3539356886
1149	0.3536001867
1150	0.3532899509
1151	0.3530460809
1152	0.3527316673
1153	0.3524621806
1154	0.3521121498
1155	0.3518230072
1156	0.3516338174
1157	0.3513674435
1158	0.3511861112
1159	0.350849335
1160	0.3505129077
1161	0.3502489907
1162	0.3500687227
1163	0.349816492
1164	0.3495788924
1165	0.3491700677
1166	0.3489162092
1167	0.3486509662
1168	0.3485000495
1169	0.3482105724
1170	0.3479852017
1171	0.3477290033
1172	0.3474109235
1173	0.3471456738
1174	0.3468943306
1175	0.3465872067
1176	0.3463413567
1177	0.3459609736
1178	0.3457032505
1179	0.3454174023
1180	0.3451630022
1181	0.3448870798
1182	0.3445292823
1183	0.3442071396
1184	0.343977915
1185	0.3436763426
1186	0.3434217727
1187	0.3431472014
1188	0.3429040099
1189	0.3426592766
1190	0.3424556418
1191	0.3422793736
1192	0.3421455193
1193	0.3418475705
1194	0.3416298149
1195	0.3413616695
1196	0.3410096277
1197	0.3408158052
1198	0.3405137459
1199	0.3403106714
1200	0.3399802993
1201	0.3397991998
1202	0.3395816988
1203	0.3393692381
1204	0.3391552767
1205	0.3389456724
1206	0.3386251323
1207	0.3383072186
1208	0.3380750942
1209	0.3379144835
1210	0.3376651178
1211	0.3374636891
1212	0.3371720189
1213	0.3369021652
1214	0.3365470808
1215	0.3363783545
1216	0.3360396191
1217	0.3358151256
1218	0.3356465984
1219	0.3353891013
1220	0.3350917843
1221	0.3349125013
1222	0.3347090016
1223	0.3345719232
1224	0.3342837042
1225	0.3341267054
1226	0.3338587357
1227	0.3336387833
1228	0.3334010796
1229	0.3331782281
1230	0.3328383325
1231	0.332582905
1232	0.3323529498
1233	0.3321695979
1234	0.331935819
1235	0.3317617753
1236	0.3314816237
1237	0.331242159
1238	0.331054438
1239	0.3307733976
1240	0.3305075149
1241	0.3303115906
1242	0.3301547308
1243	0.3299089391
1244	0.3296972703
1245	0.3294870155
1246	0.3292543431
1247	0.329055336
1248	0.3288017824
1249	0.3285635755
1250	0.3283352846
1251	0.3281314741
1252	0.3278971296
1253	0.3276948517
1254	0.3274477502
1255	0.3273104003
1256	0.3270270713
1257	0.3267282165
1258	0.3265456354
1259	0.326364708
1260	0.3261260103
1261	0.32594011
1262	0.3257283788
1263	0.3254815976
1264	0.3253179157
1265	0.3251244863
1266	0.3248415351
1267	0.3246295578
1268	0.3244075347
1269	0.3241816484
1270	0.3239540856
1271	0.3236954514
1272	0.323418774
1273	0.3231794794
1274	0.3229849849
1275	0.322787193
1276	0.3225634471
1277	0.3223551273
1278	0.3221202775
1279	0.3219029504
1280	0.3216786162
1281	0.3213989799
1282	0.3211409215
1283	0.3209348317
1284	0.3207446798
1285	0.320508374
1286	0.3202549189
1287	0.3199712613
1288	0.3198117744
1289	0.3194851187
1290	0.3192263281
1291	0.3190455495
1292	0.3187384384
1293	0.3184722721
1294	0.3183127889
1295	0.3180497665
1296	0.3178567834
1297	0.3176625876
1298	0.3174531152
1299	0.3171859699
1300	0.317013841
1301	0.3167039987
1302	0.3165557155
1303	0.3163794847
1304	0.3161307981
1305	0.3159629098
1306	0.3157815056
1307	0.3155069412
1308	0.3152430201
1309	0.3150498907
1310	0.3148177878
1311	0.3147145303
1312	0.3144570381
1313	0.3143143516
1314	0.3140653992
1315	0.3138593585
1316	0.3136798619
1317	0.3134828666
1318	0.3132601072
1319	0.3130346888
1320	0.3127791603
1321	0.3125588147
1322	0.3122420787
1323	0.3119797032
1324	0.3117009229
1325	0.3114585834
1326	0.3113036647
1327	0.3110637474
1328	0.3108538532
1329	0.3106044922
1330	0.3104060341
1331	0.3102356079
1332	0.3100185539
1333	0.3097442664
1334	0.3096287675
1335	0.3094484351
1336	0.3092089788
1337	0.3090149689
1338	0.3088099761
1339	0.308599892
1340	0.3084202366
1341	0.3082477447
1342	0.3081265025
1343	0.3079640225
1344	0.3077990177
1345	0.3075264087
1346	0.3073053012
1347	0.3070313553
1348	0.3068420897
1349	0.3066321601
1350	0.3064400163
1351	0.3062288209
1352	0.3060913162
1353	0.3060419963
1354	0.3059339014
1355	0.3056153369
1356	0.3053815934
1357	0.3051739806
1358	0.3048866135
1359	0.3047154938
1360	0.304569476
1361	0.3043266816
1362	0.3040792705
1363	0.3039073069
1364	0.3036184362
1365	0.3033347057
1366	0.3031059172
1367	0.3029006409
1368	0.3027846385
1369	0.3025449258
1370	0.3022571015
1371	0.3021140316
1372	0.30199396
1373	0.3017263897
1374	0.3015906779
1375	0.3013989724
1376	0.3012656107
1377	0.3010971927
1378	0.3008643021
1379	0.3006870198
1380	0.3005402093
1381	0.300315025
1382	0.3001423742
1383	0.3000070724
1384	0.2998322984
1385	0.2996129686
1386	0.2994166056
1387	0.2991858215
1388	0.2990568527
1389	0.2988300806
1390	0.2986242781
1391	0.2983842473
1392	0.2981063736
1393	0.2979269366
1394	0.2977153695
1395	0.2974991294
1396	0.2972095659
1397	0.2970219734
1398	0.2968932421
1399	0.2966749322
1400	0.2965174965
1401	0.2963432216
1402	0.2961888422
1403	0.2960314382
1404	0.2958770193
1405	0.2956496213
1406	0.2954992036
1407	0.2952828644
1408	0.295038387
1409	0.2947606813
1410	0.294610134
1411	0.2944172265
1412	0.2942591852
1413	0.294060687
1414	0.2938675176
1415	0.2936809406
1416	0.2934727299
1417	0.2933574514
1418	0.293114731
1419	0.2928435478
1420	0.29265053
1421	0.2924981084
1422	0.2922535237
1423	0.2921592946
1424	0.2919174732
1425	0.2917643882
1426	0.2915626684
1427	0.2912732429
1428	0.2911667064
1429	0.2909929888
1430	0.2908597763
1431	0.2906316312
1432	0.2904297961
1433	0.2902885565
1434	0.2900435148
1435	0.2898436236
1436	0.2896478061
1437	0.2894841009
1438	0.2893178174
1439	0.2891213439
1440	0.2889538191
1441	0.288730059
1442	0.2884477956
1443	0.2882708111
1444	0.2880687487
1445	0.2878724524
1446	0.2876860235
1447	0.2874833179
1448	0.2872545139
1449	0.2870783347
1450	0.2868640072
1451	0.2866962477
1452	0.2865794997
1453	0.2863426731
1454	0.2861334025
1455	0.2858628754
1456	0.2857056541
1457	0.2855544178
1458	0.2854133446
1459	0.2852582009
1460	0.2850869433
1461	0.2848859581
1462	0.2847661496
1463	0.2845500168
1464	0.2843084784
1465	0.2840412281
1466	0.2838445756
1467	0.2836349028
1468	0.2833973694
1469	0.2831743717
1470	0.2830286218
1471	0.2828901943
1472	0.2827594407
1473	0.2825290193
1474	0.2823263547
1475	0.2822198491
1476	0.2819938535
1477	0.2817787533
1478	0.2815966828
1479	0.2814570454
1480	0.2812835722
1481	0.2810528466
1482	0.2808286107
1483	0.2805813919
1484	0.2803611913
1485	0.2801580553
1486	0.2799419043
1487	0.2797554571
1488	0.2795646167
1489	0.2794110536
1490	0.279101061
1491	0.2788239787
1492	0.2786859095
1493	0.2785310633
1494	0.2782801004
1495	0.2780427349
1496	0.2778915946
1497	0.2777470863
1498	0.2775272631
1499	0.277325589
1500	0.2771858279
1501	0.2769064151
1502	0.276693089
1503	0.276561741
1504	0.2763203815
1505	0.2761134692
1506	0.2759005143
1507	0.2757496283
1508	0.2756594611
1509	0.2754631404
1510	0.2752848164
1511	0.275058625
1512	0.2747769277
1513	0.2745263205
1514	0.2743450349
1515	0.2741492543
1516	0.2739813061
1517	0.2738549705
1518	0.2736668844
1519	0.2734941311
1520	0.2733264889
1521	0.2730990477
1522	0.272911104
1523	0.2728235738
1524	0.2725797241
1525	0.2723586879
1526	0.2722160646
1527	0.272032244
1528	0.2718674345
1529	0.2717686385
1530	0.2716202739
1531	0.2714317563
1532	0.2713034751
1533	0.2711376313
1534	0.2709158174
1535	0.2708925734
1536	0.2706269196
1537	0.2704337651
1538	0.2702869768
1539	0.2700897423
1540	0.2699233154
1541	0.2697354097
1542	0.269573596
1543	0.2694917342
1544	0.2693547941
1545	0.2691888232
1546	0.2690621773
1547	0.268869236
1548	0.2687620241
1549	0.2686223776
1550	0.2684852026
1551	0.2683318304
1552	0.2681808653
1553	0.2680143747
1554	0.2678504904
1555	0.2676678868
1556	0.2675389581
1557	0.2673656173
1558	0.2672153152
1559	0.2670377208
1560	0.2668552815
1561	0.2666657243
1562	0.2665269291
1563	0.2664265912
1564	0.266320403
1565	0.2661059938
1566	0.2659026643
1567	0.2658057091
1568	0.2656764769
1569	0.2655120017
1570	0.265339695
1571	0.2651167657
1572	0.2649292949
1573	0.2647887508
1574	0.2645544768
1575	0.2643539329
1576	0.2642085434
1577	0.2639883505
1578	0.2638532155
1579	0.2637248422
1580	0.2635942093
1581	0.2634585533
1582	0.2633889962
1583	0.2632485232
1584	0.2631052207
1585	0.2629627942
1586	0.2627744839
1587	0.2626087214
1588	0.2625149881
1589	0.2624479446
1590	0.2623079257
1591	0.2622028889
1592	0.2619706702
1593	0.2617796185
1594	0.2616931941
1595	0.2615051886
1596	0.2614201757
1597	0.2612454997
1598	0.2610369048
1599	0.2608278269
1600	0.2606892461
1601	0.2605206931
1602	0.260306859
1603	0.260181592
1604	0.2599816576
1605	0.2598341931
1606	0.259679072
1607	0.2595242036
1608	0.2594006873
1609	0.2592624494
1610	0.2592049756
1611	0.2589920393
1612	0.2588291675
1613	0.2586159535
1614	0.2584931512
1615	0.2583279009
1616	0.2581758936
1617	0.2579937419
1618	0.2577816903
1619	0.257636504
1620	0.2574819891
1621	0.2573666556
1622	0.2571801816
1623	0.2570578875
1624	0.2569451957
1625	0.2567030057
1626	0.2565530707
1627	0.2563516238
1628	0.2562542817
1629	0.2561133536
1630	0.255886092
1631	0.255672199
1632	0.2554582759
1633	0.2552012362
1634	0.2550045247
1635	0.2548691402
1636	0.2547201733
1637	0.2545305616
1638	0.2543051652
1639	0.2541926448
1640	0.2540274235
1641	0.2539089423
1642	0.2537382619
1643	0.2535842975
1644	0.2533603128
1645	0.2531959249
1646	0.25299001
1647	0.2528125526
1648	0.252645791
1649	0.2524812479
1650	0.2523908638
1651	0.2522323955
1652	0.2521136858
1653	0.2519460066
1654	0.2517513592
1655	0.2515460786
1656	0.251451007
1657	0.251308178
1658	0.2511074792
1659	0.2510179574
1660	0.2508582894
1661	0.2506646961
1662	0.2506011016
1663	0.2505303397
1664	0.2503160505
1665	0.250150945
1666	0.2499963092
1667	0.2498334786
1668	0.2496316508
1669	0.2494754154
1670	0.2493135201
1671	0.2491099092
1672	0.2490169966
1673	0.2488551003
1674	0.2486721366
1675	0.2485572384
1676	0.2484603526
1677	0.2483245681
1678	0.2481732091
1679	0.2479782133
1680	0.2478178222
1681	0.2476327204
1682	0.2474764347
1683	0.2472906688
1684	0.2471574428
1685	0.2470183512
1686	0.2468077057
1687	0.2465882061
1688	0.2464844839
1689	0.2463506393
1690	0.2461820231
1691	0.2460701957
1692	0.2459250148
1693	0.2457637229
1694	0.2455745356
1695	0.245331671
1696	0.245211042
1697	0.2450644208
1698	0.245008148
1699	0.2448279311
1700	0.2445962089
1701	0.2444590582
1702	0.244390482
1703	0.2442319211
1704	0.2440794411
1705	0.2438914249
1706	0.2437888003
1707	0.2435932941
1708	0.2434730421
1709	0.2433170828
1710	0.2431506808
1711	0.2430271727
1712	0.2429306777
1713	0.2427457632
1714	0.242560875
1715	0.2423544855
1716	0.2421946992
1717	0.2420204739
1718	0.2419210659
1719	0.2417477868
1720	0.2416896677
1721	0.2414987036
1722	0.2413948489
1723	0.2412277349
1724	0.241119722
